OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3729473,CA1502134,Water Service Area,CA1502134,JAMESON RANCH CAMP,EPA\GISService,2023/09/02 04:41:48+00,EPA\GISService,2023/09/02 04:41:48+00,25952,A ,1979/03/22 08:00:00+00,P ,KERN,106,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5760 Highwy 155, ,GLENNVILLE,CA  ,93226,2,{72736798-86E6-473C-BC1F-05E12288DCA1},661-536-8888                  ,debbyjameson2015@gmail.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,118622.96314644,1494.08727462835
3729474,CA1502223,Water Service Area,CA1502223,WILLOW SPRINGS RACEWAY,EPA\GISService,2023/09/02 04:43:30+00,EPA\GISService,2023/09/02 04:43:30+00,26577,A ,1976/01/01 08:00:00+00,P ,KERN,5022,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3500 WEST 75TH STREET, ,ROSAMOND,CA  ,93560,10,{F0E92BAC-A43A-496B-9652-C59DFA4218FB},661-256-2471                  ,info@willowspringsraceway.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,2698739.49854495,9029.79343205056
3729475,CA1502317,Water Service Area,CA1502317,KERN CO P&R-GREENHORN MT. PARK WATER,EPA\GISService,2023/09/02 04:45:24+00,EPA\GISService,2023/09/02 04:45:24+00,26578,A ,1979/03/22 08:00:00+00,L ,KERN,108,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,9665 Old State Road, ,ALTA SIERRA,CA  ,93285,36,{939F2D9B-4158-41F1-A615-A1B3CA4E0919},661-868-7020                  ,woodardd@co.kern.ca.us,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,1053650.67843033,4981.25102698707
3729476,CA1502325,Water Service Area,CA1502325,KERN CO P&R-TEHACHAPI MT PARK WATER,EPA\GISService,2023/09/02 04:47:29+00,EPA\GISService,2023/09/02 04:47:29+00,26579,A ,1979/03/22 08:00:00+00,L ,KERN,202,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,17350 WATER CANYON RD, ,TEHACHAPI,CA  ,93561,45,{6247D8B5-F7A2-47D4-9D75-210AFAD8ADD8},661-868-7020                  ,woodardd@co.kern.ca.us,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,401409.583553815,3003.90583937064
3729477,CA1502418,Water Service Area,CA1502418,INDIAN WELLS LODGE,EPA\GISService,2023/09/02 04:48:09+00,EPA\GISService,2023/09/02 04:48:09+00,26580,A ,1979/03/22 08:00:00+00,P ,KERN,47,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,2565 Highway 14, ,INYOKERN,CA  ,93527,4,{5D156D01-152A-4B90-9191-305257609D3B},760-377-5989                  ,greg@mojavered.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,31504.553142245,789.695557766003
3729478,CA1502524,Water Service Area,CA1502524,CAMP AREV,EPA\GISService,2023/09/02 05:50:16+00,EPA\GISService,2023/09/02 05:50:16+00,26581,A ,1979/03/22 08:00:00+00,P ,KERN,301,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1701 Darling Avenue, ,FRAZIER PARK,CA  ,93225,5,{38D1773F-B654-4C9F-A9FF-53B3B722B7CE},818-507-0922                  ,razmig@camparev.org,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,392889.29270466,2574.53668524541
3729479,CA1502673,Water Service Area,CA1502673,GATEWAY MARKET WATER SYSTEM,EPA\GISService,2023/09/02 05:54:50+00,EPA\GISService,2023/09/02 05:54:50+00,26582,A ,1976/01/01 08:00:00+00,P ,KERN,154,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6259 HWY 178, ,INYOKERN,CA  ,93527,2,{CC1D2874-4093-4CD0-A2AE-DE98D99C81B1},760-377-4571                  ,gatewayhardware9895a@verizon.net,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,36934.87603558,899.922512760844
3729480,CA1502686,Water Service Area,CA1502686,USFS - FRENCH GULCH CAMPGROUND WS,EPA\GISService,2023/09/02 05:55:39+00,EPA\GISService,2023/09/02 05:55:39+00,26583,A ,2009/01/01 08:00:00+00,F ,KERN,42,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"(35°39'35.8""N 118°28'39.2""W)", ,LAKE ISABELLA,CA  ,93240,5,{E61BE11F-9C67-44EC-BD08-61597D2BBC33},760-376-1269                  ,kstone@goexplorus.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,98993.61235992,1589.95385134814
3729481,CA1502688,Water Service Area,CA1502688,USFS- TILLIE CREEK LIVE OAKS CAMPGROUNDS,EPA\GISService,2023/09/02 05:56:27+00,EPA\GISService,2023/09/02 05:56:27+00,26584,A ,1992/12/03 08:00:00+00,F ,KERN,865,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"(35°42'09.6""N 118°27'42.3""W)", ,WOFFORD HEIGHTS,CA  ,93285,124,{B17628BF-CCB2-4A77-A6C1-132F1ADEA766},760-376-1269                  ,kstone@goexplorus.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,623266.488004545,3410.80861555596
3729482,CA1502753,Water Service Area,CA1502753,TEHACHAPI CHURCH OF THE NAZARENE,EPA\GISService,2023/09/02 05:59:20+00,EPA\GISService,2023/09/02 05:59:20+00,26585,A ,1992/12/03 08:00:00+00,P ,KERN,469,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,19016 HIGHLINE ROAD, ,TEHACHAPI,CA  ,93561,1,{4C737360-249E-4249-8B00-470A749AAC73},661-822-4426                  ,tnazoffice@gmail.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,24799.878567045,630.0150378928
3729483,CA1502757,Water Service Area,CA1502757,SKI WEST VILLAGE WATER SYSTEM,EPA\GISService,2023/09/02 06:00:38+00,EPA\GISService,2023/09/02 06:00:38+00,26586,A ,1992/12/03 08:00:00+00,P ,KERN,101,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,28311 MILLUX RD., ,ARVIN,CA  ,93203,35,{92A0046F-ED42-4E77-BD10-54288C563046},661-877-5387                  ,brettavazian@gmail.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,5146074.62588395,9724.5388935699
3729485,CA1503341,Water Service Area,CA1503341,TEJON CASTAC WD - I5 & LAVAL RD,EPA\GISService,2023/09/28 03:34:48+00,EPA\GISService,2023/09/28 03:34:48+00,27218,A ,2025/03/19 07:00:00+00,L ,KERN,38125,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,"34°58'00.1""N 118°57'11.7""W", ,LEBEC,CA  ,93243,132,{EA5C6B66-B253-4E60-82B2-4DB1E9CE18A4},661-663-4224                  ,kwatkins@tcwd.info,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,9356859.23780881,18677.8066503776
3729486,CA1503515,Water Service Area,CA1503515,SUN PACIFIC SHIPPERS-MARICOPA WATER SYS.,EPA\GISService,2023/09/28 03:39:09+00,EPA\GISService,2023/09/28 03:39:09+00,27219,A ,1976/01/01 08:00:00+00,P ,KERN,100,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,31452 OLD RIVER ROAD, ,BAKERSFIELD,CA  ,93311,5,{FC64E3A6-1C06-4195-8302-A8AB04D2A944},661-201-2377                  ,jblack@sunpacific.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,237773.665629375,2032.23240626999
3729487,CA1503536,Water Service Area,CA1503536,GLENNVILLE MUTUAL WATER COMPANY,EPA\GISService,2023/09/28 03:40:48+00,EPA\GISService,2023/09/28 03:40:48+00,27220,A ,2011/10/01 07:00:00+00,P ,KERN,100,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,214 Dunlap Rd., ,GLENNVILLE,CA  ,93226,32,{5BEAE5C7-FA8B-49A3-AC3C-871BADB0B29E},559-361-3450                  ,jayzrodeoz@yahoo.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,1239861.98129362,4853.63720319681
3729488,CA1503668,Water Service Area,CA1503668,KERN RIVER'S EDGE CAMPGROUND RETREAT,EPA\GISService,2023/09/28 03:54:03+00,EPA\GISService,2023/09/28 03:54:03+00,27221,A ,1976/01/01 08:00:00+00,P ,KERN,32,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,15775 SIERRA WAY, ,KERNVILLE,CA  ,93238,38,{F1D479EC-E3DD-4206-B7EB-618C25F1362F},760-376-6553                  ,johns@kernriversedge.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,53811.61996299,981.816346167905
3729489,CA1503672,Water Service Area,CA1503672,PRINCE TRUCK STOP WATER SYSTEM,EPA\GISService,2023/09/28 03:55:11+00,EPA\GISService,2023/09/28 03:55:11+00,27222,A ,2013/09/19 07:00:00+00,P ,KERN,32,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8632 Highway 166, ,BAKERSFIELD,CA  ,93313,1,{DC0C63B4-11DC-4364-82D3-BD7343366C3D},661-903-9555                  ,abhcgroup@mail.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,26022.278828735,645.401110392919
3729490,CA1503677,Water Service Area,CA1503677,DORNER FAMILY VINEYARDS,EPA\GISService,2023/09/28 03:56:48+00,EPA\GISService,2023/09/28 03:56:48+00,27223,A ,2020/03/25 07:00:00+00,P ,KERN,150,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,18274 Old Ranch Road, ,TEHACHAPI,CA  ,93561,3,{1647CC56-6BDC-417E-9B46-DD26BBAD97BC},661-747-3395                  ,dornerfamilyvineyard@yahoo.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,51687.950764265,960.747082977671
3729491,CA1503678,Water Service Area,CA1503678,CHINA LAKE NAVAL AIR - SOUTH RANGE,EPA\GISService,2023/09/28 03:58:01+00,EPA\GISService,2023/09/28 03:58:01+00,27224,A ,2014/04/08 07:00:00+00,F ,KERN,150,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,16780 Randsburg Wash Rd, ,RIDGECREST,CA  ,93555,24,{BD706ED6-671A-40A7-B67C-497BA68D682F},760-939-2167                  ,michael.e.bizon.civ@us.navy.mil,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,228185.5233115,2187.08189820357
3729492,CA1503679,Water Service Area,CA1503679,CUYAMA ORCHARDS INC,EPA\GISService,2023/09/28 03:59:37+00,EPA\GISService,2023/09/28 03:59:37+00,27225,A ,2014/12/16 08:00:00+00,P ,KERN,88,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3432 KRAFT ROAD, ,ARVIN,CA  ,93203,6,{ED67C5CE-97C3-4B28-AE05-D3EED15D1884},818-764-8682                  ,byron@cuyamaorchards.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,140491.41563043,1500.58236979119
3729493,CA1503682,Water Service Area,CA1503682,REVOL GREENS,EPA\GISService,2023/09/28 04:02:29+00,EPA\GISService,2023/09/28 04:02:29+00,27226,A ,2014/10/23 07:00:00+00,P ,KERN,190,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,20570 PELLISIER ROAD, ,TEHACHAPI,CA  ,93561,1,{8CC1B86B-BC2E-4B08-BE99-2F55278DA7F2},479-973-3495                  ,Dinesh.Babu@revolgreens.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,680940.944432305,3335.27473451503
3729494,CA1503685,Water Service Area,CA1503685,CALIFIA FARMS WATER SYSTEM,EPA\GISService,2023/09/28 04:05:02+00,EPA\GISService,2023/09/28 04:05:02+00,27227,A ,2018/01/04 08:00:00+00,P ,KERN,200,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,33502 Lerdo Hwy, ,BAKERSFIELD,CA  ,93308,1,{CFBB9026-8A25-4836-B918-084ED7410B8C},661-679-1000                  ,christinav@califiafarms.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,75536.877927625,1151.65370670186
3729495,CA1503687,Water Service Area,CA1503687,COSTAJO ARCO AMPM,EPA\GISService,2023/09/28 04:06:14+00,EPA\GISService,2023/09/28 04:06:14+00,27228,A ,2019/08/02 07:00:00+00,P ,KERN,505,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,16028 COSTAJO RD., ,BAKERSFIELD,CA  ,93313,1,{9DDC81C9-E43F-4E11-BA53-1482F299851E},559-614-4683                  ,amba.national@yahoo.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,4580.832637815,271.790317862262
3729496,CA1503688,Water Service Area,CA1503688,GRIMMWAY FARMS - DAVID ROAD,EPA\GISService,2023/09/28 04:07:26+00,EPA\GISService,2023/09/28 04:07:26+00,27229,A ,2019/02/12 08:00:00+00,P ,KERN,114,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,6124 David Road, ,BAKERSFIELD,CA  ,93307,1,{9C8BA345-8E55-4FE9-A85E-D3639AF27566},661-854-6260                  ,mriccomini@grimmway.com,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,128519.28762149,1444.68997206055
3729497,CA1510300,Water Service Area,CA1510300,CSP - RED ROCK CANYON,EPA\GISService,2023/09/28 04:12:43+00,EPA\GISService,2023/09/28 04:12:43+00,27230,A ,1976/01/01 08:00:00+00,S ,KERN,404,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,377749 Abbott Drive, ,CANTIL,CA  ,93519,5,{4669D8C7-747C-4828-ACF6-84B7AE5212B3},661-724-1184                  ,William.Traxler@parks.ca.gov,KMZ,2023/09/27 07:00:00+00,Verified,O. Jaime,District / LPA staff member,447128.07323665,3474.86877385864
3729498,CA5400749,Water Service Area,CA5400749,GATEWAY RESTAURANT & LODGE,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/01/29 05:22:12+00,3528,A ,1988/03/10 08:00:00+00,P ,TULARE,150,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,45978 SIERRA DRIVE, ,THREE RIVERS,CA  ,93271,4,{463E74B4-ADCA-4E49-8274-9599CA1B1060},559-561-4133                  ,gatewayrestaurant@netzero.net,WBT Tool,2021/01/28 16:00:00+00,Verified,K. Willet,District / LPA staff member,2131.472696475,256.381395326461
3729499,CA5510009,Water Service Area,CA5510009,GROVELAND COMMUNITY SERV DIST,EPA\GISService,2021/06/22 23:25:58+00,epa\gisservice,2021/10/27 06:56:26+00,9638,A ,1976/01/01 08:00:00+00,P ,TUOLUMNE,3400,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,18966 FERRETTI RD., ,GROVELAND,CA  ,95321,3298,{FD9AA71A-C275-4A77-85AE-359C32C12027},209-962-7161                  ,pkampa@gcsd.org,Shapefile,2020/04/02 14:00:00+00,Verified,P. Kampa,Water System representative,25122816.0596209,115171.814471838
3729500,CA4300610,Water Service Area,CA4300610,ANCHORPOINT CHRISTIAN SCHOOL,EPA\GISService,2021/07/30 00:20:25+00,EPA\GISService,2021/07/30 00:20:25+00,10907,A ,1981/11/30 08:00:00+00,P ,SANTA CLARA,100,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,7810 ARROYO CR,2220 PACHECO PASS HWY,GILROY,CA  ,95020,1,{26D60EF1-1BED-4F95-B4BA-4C7088A5B47C},408-847-0111                  ,jvandenberg@pacpoint.org,KMZ,2021/07/29 07:00:00+00,Pending,LJeske,State Board staff member,53725.7397343,1041.44677506866
3729501,CA4300602,Water Service Area,CA4300602,ECONOMY INN,EPA\GISService,2021/07/30 01:53:07+00,EPA\GISService,2021/07/30 01:53:07+00,10908,A ,1981/11/30 08:00:00+00,P ,SANTA CLARA,52,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,15080 MONTEREY HWY, ,MORGAN HILL,CA  ,95037,27,{40473778-83E4-4357-84A5-3CB25E6A9DB3},408-778-6203                  ,ampacorp2629@hotmail.com,KMZ,2021/07/29 07:00:00+00,Pending,LJeske,State Board staff member,5392.64333698,308.208658636534
3729502,CA4300593,Water Service Area,CA4300593,MORGAN HILL USD-MACHADO SCHOOL,EPA\GISService,2021/07/30 04:38:07+00,EPA\GISService,2021/07/30 04:38:07+00,10909,A ,1981/11/30 08:00:00+00,L ,SANTA CLARA,60,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,15600 CONCORD CIRC,SYCAMORE AVENUE,MORGAN HILL,CA  ,95037,1,{37F558FD-38AB-4564-9BE8-0AF902E50439},408-201-6087                  ,carrillor@mhusd.org,KMZ,2021/07/29 07:00:00+00,Pending,LJeske,State Board staff member,12889.67042109,458.139901474357
3729503,CA4901460,Water Service Area,CA4901460,MACDONALD BUNKHOUSE,EPA\GISService,2021/08/21 00:40:11+00,EPA\GISService,2021/08/21 00:40:11+00,11230,A ,2019/09/18 07:00:00+00,P ,SONOMA,30,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,22810 Geyserville Avenue, ,GEYSERVILLE,CA  ,95425,3,{BB4D3A37-7AEF-443B-8147-D481513E8837},707-433-1101                  ,Rey@Bevillvineyard.com,KMZ,2021/08/20 07:00:00+00,Verified,T. Shatto,State Board staff member,113016.46145065,1365.26224598373
3729504,CA3610057,Water Service Area,CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,EPA\GISService,2021/09/08 23:25:15+00,epa\gisservice,2023/10/05 04:31:54+00,12499,A ,1976/01/01 08:00:00+00,P ,SAN BERNARDINO,18681,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,12374 Michigan St., ,GRAND TERRACE,CA  ,92313,6217,{8709FC76-43C4-4771-972F-BF8975DB11DE},909-825-4128                  ,DHOUGH@rhwco.com,Shapefile,2023/10/04 14:00:00+00,Verified,D. Hough,Water System representative,31990283.3339081,37788.3295722205
3729505,CA0110001,Water Service Area,CA0110001,ALAMEDA COUNTY WATER DISTRICT,EPA\GISService,2021/09/11 06:08:26+00,epa\gisservice,2021/10/27 06:57:30+00,12503,A ,1979/03/22 08:00:00+00,L ,ALAMEDA,344000,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,43885 S GRIMMER BLVD, ,FREMONT,CA  ,94538,86959,{92530BAD-D15D-4106-9615-4C13BA5B21D4},510-668-4200                  ,Ed.Stevenson@acwd.com,Shapefile,2021/09/10 14:00:00+00,Verified,M. Maurino,Water System representative,431660859.237209,140378.273995758
3729506,CA1500413,Water Service Area,CA1500413,TEJON RANCH MAIN HEADQUARTERS,EPA\GISService,2023/03/21 02:28:02+00,EPA\GISService,2023/03/21 02:28:02+00,22767,A ,1979/03/22 08:00:00+00,P ,KERN,132,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,4436 Lebec Road, ,LEBEC,CA  ,93243,33,{BD552619-BD5D-451E-B2C6-D99BAA4C829C},661-663-4206                  ,emunoz@tejonranch.com,Shapefile,2022/12/07 08:00:00+00,Verified,E. Munoz,Water System representative,286716.91498529,4016.36379029169
3729507,CA4510506,Water Service Area,CA4510506,WHISKEYTOWN NRA-HEADQUARTERS,EPA\GISService,2022/09/09 22:55:21+00,EPA\GISService,2022/09/09 22:55:21+00,20177,A ,1976/01/01 08:00:00+00,F ,SHASTA,594,DISTRICT 02 - LASSEN,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,P.O. BOX 188,JFK DR. 3 MI. S OF JCT. HWY 299W,WHISKEYTOWN,CA  ,96095,9,{E0AD0AFC-1061-4919-9FF3-B27CF6984800},530-242-3425                  ,David_Oechsli@nps.gov,KMZ,2022/09/09 07:00:00+00,Verified,KConnaughton,District / LPA staff member,113331.685272015,1465.67812830781
3729508,CA5403217,Water Service Area,CA5403217,OKIEVILLE HIGHLAND ACRES MWC,EPA\GISService,2022/11/29 07:30:45+00,EPA\GISService,2022/11/29 07:30:45+00,21139,A ,2019/03/05 08:00:00+00,P ,TULARE,300,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,4791 Avenue 229, ,TULARE,CA  ,93274,72,{78872111-8617-4CCF-BE9D-0C8BAA966D84},559-605-9509                  ,okievillewater@outlook.com,Shapefile,2022/11/28 08:00:00+00,Verified,M. Delatorre,Water System representative,506930.57467943,5620.37128282857
3729509,CA5103335,Water Service Area,CA5103335,LIVE OAK CHILD CARE CENTER,EPA\GISService,2023/04/08 00:12:27+00,EPA\GISService,2023/04/08 00:12:27+00,23704,A ,1994/02/02 08:00:00+00,P ,SUTTER,108,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,1990 ARCHER AVENUE, ,LIVE OAK,CA  ,95953,2,{A2602191-5EB3-4295-A831-21FF99016419},530-695-2372                  ,executivedirector@liveoakchildcarecenter.com,KMZ,2023/04/07 07:00:00+00,Pending,R. Tabor,District / LPA staff member,17445.96924173,528.36824378915
3729510,CA1500426,Water Service Area,CA1500426,ROSE VILLA APARTMENTS,EPA\GISService,2023/03/22 01:48:44+00,EPA\GISService,2023/03/22 01:48:44+00,23377,A ,1979/03/22 08:00:00+00,P ,KERN,65,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,1096 ROSAMOND BLVD., ,ROSAMOND,CA  ,93560,32,{C850FB9D-AF10-48E2-AE5D-4556C7A91846},310-548-7262                  ,NWABUZOR@COX.NET,Shapefile,2023/03/21 07:00:00+00,Verified,J. Bird,State Board staff member,15257.45815333,495.097176159922
3729514,CA1500424,Water Service Area,CA1500424,LANDS OF PROMISE MWC,EPA\GISService,2023/03/22 00:52:33+00,epa\gisservice,2024/05/24 06:15:54+00,23059,A ,1979/03/22 08:00:00+00,P ,KERN,174,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,5301 60th Street West, ,ROSAMOND,CA  ,93560,63,{505786B8-8734-468A-9CB4-46F027F40798},661-269-3407                  ,sykesja64@yahoo.com,Shapefile,2024/05/23 14:00:00+00,Verified,J. Bird,State Board staff member,817472.46632221,5143.71191991751
3729518,CA1500398,Water Service Area,CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,EPA\GISService,2023/03/22 06:37:51+00,epa\gisservice,2023/03/22 06:47:33+00,23063,A ,1979/03/22 08:00:00+00,P ,KERN,32,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,174 Frontier Trail South, ,KERNVILLE,CA  ,93238,32,{7F7AA13D-72AC-421D-B060-6042BF475467},818-577-5942                  ,consult4guy@gmail.com,Shapefile,2023/03/21 14:00:00+00,Verified,G. Finstad,Water System representative,962161.1902557,5872.2231729636
3729519,CA3301775,Water Service Area,CA3301775,HIGH VALLEYS WATER DISTRICT,EPA\GISService,2023/04/08 00:50:28+00,EPA\GISService,2023/04/08 00:50:28+00,23705,A ,2017/09/06 07:00:00+00,P ,RIVERSIDE,733,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,47781 Twin Pines Rd., ,BANNING,CA  ,92220,244,{4A6957AB-DBC8-4F68-8155-51CDE2D6DF70},951-849-2612                  ,SHoughton@highvalleyswater.com,Shapefile,2023/04/07 07:00:00+00,Verified,J. Bird,State Board staff member,33407895.3689441,58627.2491767153
3729520,CA1500550,Water Service Area,CA1500550,WEST VALLEY MUTUAL WATER COMPANY,EPA\GISService,2023/03/25 06:18:28+00,EPA\GISService,2023/03/25 06:18:28+00,23069,A ,1984/04/26 08:00:00+00,P ,KERN,70,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,3610 Black Mountain Blvd, ,INYOKERN,CA  ,93527,41,{AFDD2D04-C787-4B7B-ADB5-6D5469C7C288},760-793-6966                  ,wvmutualwater@gmail.com,Shapefile,2023/03/24 07:00:00+00,Verified,O. Jaime,District / LPA staff member,591194.44329076,3886.30444212484
3729521,CA3010023,Water Service Area,CA3010023,CITY OF NEWPORT BEACH,EPA\GISService,2023/04/07 22:45:16+00,EPA\GISService,2023/04/07 22:45:16+00,23703,A ,1976/01/01 08:00:00+00,L ,ORANGE,68572,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,949 W. 16TH STREET, ,NEWPORT BEACH,CA  ,92663,26469,{2E49BAE8-0250-4081-A882-E9DF605A0630},949-718-3402                  ,scatron@newportbeachca.gov,Shapefile,2023/04/06 07:00:00+00,Verified,S. Catron,Water System representative,99354143.9858167,65350.3433335178
3729522,CA1510016,Jurisdictional,CA1510016,RAND COMMUNITIES WATER DISTRICT,EPA\GISService,2023/04/08 01:07:49+00,EPA\GISService,2023/04/08 01:07:49+00,23706,A ,1976/01/01 08:00:00+00,L ,KERN,303,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,27804 Comstock Ave, ,JOHANESBURG,CA  ,93528,274,{AE0552F2-ED44-4268-80ED-612C75BB2AF6},760-384-8310                  ,david.perry2112@yahoo.com,Shapefile,2023/04/07 07:00:00+00,Verified,J. Bird,State Board staff member,1310312524.82482,159418.611121111
